DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
220613587,7/23/2022 0:00,10/24/2020 0:00,1,6,Hollywood,666,2,354,THEFT OF IDENTITY,1822 0929 0930,27,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6200 W  SUNSET                       BL,,34.098,-118.3237
231304936,1/17/2023 0:00,11/17/2020 0:00,1250,13,Newton,1313,2,354,THEFT OF IDENTITY,100,50,F,W,750,CYBERSPACE,,,IC,Invest Cont,354,,,,900 E  15TH                         ST,,34.0293,-118.2526
231008955,5/9/2023 0:00,1/9/2020 0:00,1,10,West Valley,1028,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0913 0552 0419,3,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,,,,16500    VANOWEN                      ST,,34.1939,-118.4924
221810128,5/3/2022 0:00,6/22/2020 0:00,815,18,Southeast,1821,2,354,THEFT OF IDENTITY,1822,33,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700 W  CENTURY                      BL,,33.9455,-118.287
221718119,12/21/2022 0:00,1/1/2020 0:00,2100,17,Devonshire,1701,1,121,"RAPE, FORCIBLE",2000 0527 0913 0500 2021 1813 0400,36,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,20400    BIRMINGHAM                   WY,,34.2831,-118.5807
230312512,6/21/2023 0:00,7/9/2020 0:00,1435,3,Southwest,357,2,354,THEFT OF IDENTITY,0100 0917 0922 0928 0929 0930 1822,23,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3600 S  NORMANDIE                    AV,,34.0228,-118.3002
230117531,8/7/2023 0:00,8/7/2020 0:00,1400,1,Central,135,1,330,BURGLARY FROM VEHICLE,1822 1300 1202 0344,57,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,3RD,MAIN,34.0495,-118.2459
220710103,6/6/2022 0:00,8/1/2020 0:00,1200,7,Wilshire,733,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,30,F,A,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,956,,,,5700 W  6TH                          ST,,34.0649,-118.3525
220105454,1/25/2022 0:00,9/2/2020 0:00,1900,1,Central,159,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1300,36,M,W,108,PARKING LOT,,,IC,Invest Cont,745,,,,1800    INDUSTRIAL                   ST,,34.0358,-118.2345
221110794,6/22/2022 0:00,1/20/2020 0:00,510,11,Northeast,1141,2,354,THEFT OF IDENTITY,0100 1501 1822 0917,21,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800 N  ALEXANDRIA                   AV,,34.1036,-118.2983
221000883,9/21/2022 0:00,5/1/2020 0:00,1,10,West Valley,1037,2,860,BATTERY WITH SEXUAL CONTACT,0913 2021 0400 1251 0522,16,F,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860,,,,17000    HAYNES                       ST,,34.1894,-118.5074
230314458,8/1/2023 0:00,2/1/2020 0:00,120,3,Southwest,338,2,354,THEFT OF IDENTITY,1822 0100 0922 0929 0930 0928,28,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3000 S  VERMONT                      AV,,34.0275,-118.2915
232010431,5/17/2023 0:00,1/1/2020 0:00,1200,20,Olympic,2055,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0416,35,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,FEDORA                       ST,11TH                         ST,34.0509,-118.2979
220709236,5/15/2022 0:00,10/28/2020 0:00,1200,7,Wilshire,734,2,354,THEFT OF IDENTITY,0928 0931,33,F,K,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300 S  CURSON                       AV,,34.0688,-118.3552
231221484,10/17/2023 0:00,7/16/2020 0:00,1730,12,77th Street,1269,2,354,THEFT OF IDENTITY,0100 0929 0930 1822,30,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8300    AVALON                       BL,,33.9637,-118.2651
220207142,3/12/2022 0:00,1/15/2020 0:00,800,2,Rampart,235,2,860,BATTERY WITH SEXUAL CONTACT,0522 1258 0602 0360 0551 0913,8,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,200 N  CARONDELET                   ST,,34.0702,-118.2741
222019482,12/20/2022 0:00,12/20/2020 0:00,1330,20,Olympic,2056,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 0329,-1,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,1100 S  VERMONT                      AV,,34.0509,-118.2937
221916494,11/2/2022 0:00,11/2/2020 0:00,1225,19,Mission,1994,2,940,EXTORTION,1915,21,M,H,751,WEBSITE,,,IC,Invest Cont,940,,,,14500    LANARK                       ST,,34.2184,-118.4547
220917796,12/28/2022 0:00,11/1/2020 0:00,1735,9,Van Nuys,926,2,354,THEFT OF IDENTITY,0923 0926 0928 0930 0922 0929 0935 1822,40,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6600    VAN NUYS                     BL,,34.1903,-118.4399
210705163,12/26/2020 0:00,12/18/2020 0:00,1830,7,Wilshire,734,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,22,M,W,125,PAY PHONE,,,IC,Invest Cont,440,,,,400 S  BURNSIDE                     AV,,34.0662,-118.3506
232108067,4/17/2023 0:00,4/17/2020 0:00,955,21,Topanga,2133,2,354,THEFT OF IDENTITY,,45,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,23300    KESWICK                      ST,,34.2102,-118.6355
222005167,1/6/2022 0:00,12/1/2020 0:00,1945,20,Olympic,2001,2,354,THEFT OF IDENTITY,1822 0929,53,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600 N  PLYMOUTH                     BL,,34.0817,-118.3206
221004454,1/13/2022 0:00,1/14/2020 0:00,600,10,West Valley,1015,2,354,THEFT OF IDENTITY,1822 0930,43,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7500    YARMOUTH                     AV,,34.2068,-118.5197
221709079,3/21/2022 0:00,1/22/2020 0:00,800,17,Devonshire,1745,2,354,THEFT OF IDENTITY,1822,43,F,H,145,MAIL BOX,,,IC,Invest Cont,354,,,,17900    HIAWATHA                     ST,,34.2591,-118.5233
232104840,1/18/2023 0:00,12/1/2020 0:00,1200,21,Topanga,2101,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0400 0913 0552,14,F,O,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,627,,,,9300    GLADE                        AV,,34.2393,-118.609
231208405,2/24/2023 0:00,2/24/2020 0:00,1210,12,77th Street,1265,2,354,THEFT OF IDENTITY,0100 0923 0930 0928 0929 0922 1822,41,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1500 W  84TH                         PL,,33.9618,-118.3025
221407872,3/20/2022 0:00,4/1/2020 0:00,1200,14,Pacific,1453,1,310,BURGLARY,0397 1501,65,F,O,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,4000    GLENCOE                      AV,,33.9918,-118.4446
231306429,2/16/2023 0:00,1/1/2020 0:00,1410,13,Newton,1362,2,354,THEFT OF IDENTITY,100,30,F,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,4700    WALL                         ST,,34.0011,-118.2718
221407832,3/18/2021 0:00,12/14/2020 0:00,805,14,Pacific,1496,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,9700    AIRPORT                      BL,,33.9472,-118.3909
232110766,6/22/2023 0:00,9/9/2020 0:00,1300,21,Topanga,2189,2,662,"BUNCO, GRAND THEFT",,50,F,A,220,NAIL SALON,,,IC,Invest Cont,662,,,,20000    VENTURA                      BL,,34.1719,-118.5682
221307404,3/4/2022 0:00,11/16/2020 0:00,200,13,Newton,1372,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0446 2000 0416 1814,33,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626,,,,200 E  55TH                         ST,,33.9924,-118.272
221211864,5/12/2022 0:00,1/1/2020 0:00,1200,12,77th Street,1233,1,121,"RAPE, FORCIBLE",1262 1259 2004 1251 1206 0527 1218 0913 0853,15,F,B,154,TRAIN TRACKS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,SLAUSON                      AV,WESTERN                      AV,33.9892,-118.3089
221715312,10/16/2022 0:00,7/11/2020 0:00,200,17,Devonshire,1712,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0913 2000 1813,30,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,11700    THUNDERBIRD                  AV,,34.2854,-118.5601
230618649,12/6/2023 0:00,8/1/2020 0:00,1,6,Hollywood,646,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0930 1822 0344 1501 1218,36,M,B,503,HOTEL,,,IC,Invest Cont,341,,,,1600    COSMO                        ST,,34.0998,-118.3288
230309680,4/18/2023 0:00,2/2/2020 0:00,830,3,Southwest,373,2,354,THEFT OF IDENTITY,0100 1822,26,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3800    NORTON                       AV,,34.0171,-118.3329
220220487,11/20/2022 0:00,9/14/2020 0:00,1530,2,Rampart,205,2,354,THEFT OF IDENTITY,0100 0928,35,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,800 N  LA FAYETTE PARK              PL,,34.0795,-118.2729
221916131,10/26/2022 0:00,3/26/2020 0:00,2125,19,Mission,1994,2,354,THEFT OF IDENTITY,928,38,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7900    WILLIS                       AV,,34.2184,-118.4547
221005218,2/2/2022 0:00,9/9/2020 0:00,1500,10,West Valley,1043,2,354,THEFT OF IDENTITY,1822 0930 0929 0922,38,M,O,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,354,,,,18500    HATTERAS                     ST,,34.1775,-118.536
231804643,1/10/2023 0:00,1/1/2020 0:00,800,18,Southeast,1864,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1259 0556 0913 0551 0522 0509,12,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,900 E  IMPERIAL                     HY,,33.9309,-118.2586
231715652,9/23/2023 0:00,1/17/2020 0:00,1215,17,Devonshire,1761,2,354,THEFT OF IDENTITY,0930 1822,41,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,21400    PLUMMER                      ST,,34.2427,-118.5976
220817354,11/28/2022 0:00,8/1/2020 0:00,1,8,West LA,801,2,354,THEFT OF IDENTITY,1822 0928,46,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1700    PALISADES                    DR,,34.0764,-118.5628
231218894,9/4/2023 0:00,2/2/2020 0:00,1200,12,77th Street,1256,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 1813 0448 0444 0429,20,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,300 W  75TH                         ST,,33.9718,-118.2783
230504426,1/10/2023 0:00,10/31/2020 0:00,1400,5,Harbor,506,2,354,THEFT OF IDENTITY,377,39,M,H,101,STREET,,,IC,Invest Cont,354,,,,1400 W  215TH                        ST,,33.8335,-118.3017
221917878,12/13/2022 0:00,8/1/2020 0:00,1200,19,Mission,1907,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0360 0503 0522 1258 0913 1817,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,13300    GRIDLEY                      ST,,34.3063,-118.423
231212872,5/26/2023 0:00,11/6/2020 0:00,2355,12,77th Street,1283,2,354,THEFT OF IDENTITY,0100 0922 0929 0930,44,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2100 W  CENTURY                      BL,,33.9455,-118.3093
220512200,8/5/2022 0:00,8/5/2020 0:00,1640,5,Harbor,524,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",432,25,M,H,710,OTHER PREMISE,,,IC,Invest Cont,956,,,,300    KING                         AV,,33.7731,-118.2749
220604150,1/4/2022 0:00,3/16/2020 0:00,1200,6,Hollywood,632,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202 0344 1822 1501,70,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,1600 N  LAUREL                       AV,,34.0999,-118.3643
220109442,4/1/2022 0:00,1/1/2020 0:00,1,1,Central,111,2,354,THEFT OF IDENTITY,0100 1822 0120,75,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,800    NEW DEPOT                    ST,,34.0645,-118.2432
231412095,6/9/2023 0:00,6/19/2020 0:00,2300,14,Pacific,1458,1,121,"RAPE, FORCIBLE",0526 1810 2001 2002 0527 0515 0913 1206 2034 1262,41,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,5000 S  SLAUSON                      AV,,33.9943,-118.408
210808759,4/29/2021 0:00,8/3/2020 0:00,1105,8,West LA,855,2,354,THEFT OF IDENTITY,0100 0928,37,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1600    CAMDEN                       AV,,34.0487,-118.4426
220504759,1/20/2022 0:00,1/19/2020 0:00,500,5,Harbor,506,1,310,BURGLARY,1606 0344,36,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1600 W  219TH                        ST,,33.8291,-118.3065
220707275,3/27/2022 0:00,6/7/2020 0:00,1200,7,Wilshire,742,2,434,FALSE IMPRISONMENT,1501 1822,59,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,434,,,,6300    WILSHIRE                     BL,,34.0634,-118.3657
231711731,5/25/2023 0:00,6/2/2020 0:00,1,17,Devonshire,1737,2,354,THEFT OF IDENTITY,1202 0923 1822,-2,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,16800    SAN FERNANDO MISSION         BL,,34.272,-118.4978
220318720,10/19/2022 0:00,7/10/2020 0:00,1000,3,Southwest,395,2,666,"BUNCO, ATTEMPT",0800 0701 1202 2021 0913 0344,60,F,H,203,OTHER BUSINESS,,,AO,Adult Other,666,,,,4000 S  HARVARD                      BL,,34.0109,-118.3067
211406426,10/25/2020 0:00,7/2/2020 0:00,1,14,Pacific,1488,2,860,BATTERY WITH SEXUAL CONTACT,1251 1259 0522 1811,16,M,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,5700 W  CENTURY                      BL,,33.9456,-118.3797
220613117,7/12/2022 0:00,1/2/2020 0:00,1,6,Hollywood,637,2,354,THEFT OF IDENTITY,1822 0928,46,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1700 N  GOWER                        ST,,34.1017,-118.3224
231110083,6/13/2023 0:00,9/22/2020 0:00,600,11,Northeast,1151,2,649,DOCUMENT FORGERY / STOLEN FELONY,935,57,M,A,701,HOSPITAL,,,IC,Invest Cont,649,,,,4800 W  SUNSET                       BL,,34.0982,-118.294
220306276,2/19/2022 0:00,9/20/2020 0:00,1522,3,Southwest,392,2,354,THEFT OF IDENTITY,0100 0930 0928 0929 0917 0344 1822,31,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5100    CRENSHAW                     BL,,33.996,-118.3309
220318758,10/19/2022 0:00,1/15/2020 0:00,2000,3,Southwest,363,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0913 2000 1814 0443,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,956,,,,4100    BUCKINGHAM                   RD,,34.0121,-118.3423
231804115,12/28/2022 0:00,11/22/2020 0:00,1,18,Southeast,1802,1,121,"RAPE, FORCIBLE",,10,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,100 W  91ST                         ST,,33.9537,-118.2739
201511143,6/11/2020 0:00,6/9/2020 0:00,2130,15,N Hollywood,1517,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,VANOWEN,ELMER,34.194,-118.3768
231214452,1/1/2020 0:00,1/1/2020 0:00,1200,12,77th Street,1268,2,354,THEFT OF IDENTITY,377,59,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,8400 S  MAIN                         ST,,33.9628,-118.2739
231609173,6/14/2023 0:00,10/15/2020 0:00,1200,16,Foothill,1659,2,354,THEFT OF IDENTITY,0377 1822,31,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6200    REID                         ST,,34.2485,-118.2671
221006841,3/17/2022 0:00,9/20/2020 0:00,1215,10,West Valley,1063,2,354,THEFT OF IDENTITY,1822 0929,29,M,B,506,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,354,,,,18500    BURBANK                      BL,,34.1723,-118.536
220404154,1/5/2022 0:00,12/31/2020 0:00,2320,4,Hollenbeck,448,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 2001 0446 0340 0448 0419 0417 0429,23,F,H,704,ELEMENTARY SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1500    MURCHISON                    ST,,34.0593,-118.1959
230706782,3/1/2023 0:00,7/12/2020 0:00,1925,7,Wilshire,726,2,354,THEFT OF IDENTITY,0928 1822 0100,47,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 S  POINSETTIA                   PL,,34.0736,-118.3486
231306038,2/9/2023 0:00,3/2/2020 0:00,1340,13,Newton,1393,2,354,THEFT OF IDENTITY,0100 1202,77,M,B,750,CYBERSPACE,,,IC,Invest Cont,354,,,,100 W  71ST                         ST,,33.9756,-118.2739
221515656,10/1/2022 0:00,2/22/2020 0:00,745,15,N Hollywood,1548,2,354,THEFT OF IDENTITY,377,34,M,B,116,OTHER/OUTSIDE,,,IC,Invest Cont,354,,,,11100    CHANDLER                     BL,,34.1681,-118.3725
220404758,1/25/2022 0:00,4/12/2020 0:00,1800,4,Hollenbeck,416,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 0400 0443,51,M,O,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,956,,,,1000    MONTECITO                    DR,,34.088,-118.1998
230106509,2/7/2023 0:00,3/7/2020 0:00,1506,1,Central,131,2,354,THEFT OF IDENTITY,0929 1822,32,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 S  FIGUEROA                     ST,,34.0569,-118.254
221307738,3/8/2022 0:00,2/15/2020 0:00,1130,13,Newton,1377,2,354,THEFT OF IDENTITY,100,31,M,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,5500    MORGAN                       AV,,33.993,-118.2446
221014385,9/23/2022 0:00,9/21/2020 0:00,600,10,West Valley,1006,2,354,THEFT OF IDENTITY,1822 0924,-1,M,W,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,354,,,,7600    LOUISE                       AV,,34.2147,-118.5142
212111298,7/12/2021 0:00,11/4/2020 0:00,900,21,Topanga,2196,2,354,THEFT OF IDENTITY,0377 0928 1202,72,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4600    MORRO                        DR,,34.1537,-118.5905
202011756,7/5/2020 0:00,7/5/2020 0:00,430,20,Olympic,2071,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1500 S  ST ANDREWS                   PL,,34.0454,-118.3134
221322193,12/9/2022 0:00,6/9/2020 0:00,2035,13,Newton,1373,2,354,THEFT OF IDENTITY,100,39,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,700 E  56TH                         ST,,33.9916,-118.2628
221918167,12/20/2022 0:00,12/19/2020 0:00,1900,19,Mission,1966,1,330,BURGLARY FROM VEHICLE,0344 1307 0352 1822 1302 1609,27,F,H,740,OTHER PLACE OF WORSHIP,,,IC,Invest Cont,330,,,,14300    TUPPER                       ST,,34.2389,-118.4449
210206749,3/8/2021 0:00,11/27/2020 0:00,1125,2,Rampart,281,2,354,THEFT OF IDENTITY,0100 1822,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1100 S  WESTLAKE                     AV,,34.0491,-118.2823
230114590,6/20/2023 0:00,2/1/2020 0:00,1200,1,Central,111,2,354,THEFT OF IDENTITY,922,25,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600 N  HILL                         PL,,34.0599,-118.2426
212106349,1/14/2021 0:00,10/14/2020 0:00,1015,21,Topanga,2185,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,53,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,22100    CLARENDON                    ST,,34.1696,-118.6102
221208508,3/22/2022 0:00,10/15/2020 0:00,1200,12,77th Street,1268,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,GRAND                        AV,84TH                         ST,33.964,-118.2739
211404448,1/6/2021 0:00,12/20/2020 0:00,2300,14,Pacific,1441,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,22,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,2500    PACIFIC                      AV,,33.9826,-118.4681
241204450,1/6/2024 0:00,5/6/2020 0:00,1440,12,77th Street,1251,2,354,THEFT OF IDENTITY,0100 0922 0929 1822,26,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3200 W  78TH                         PL,,33.9682,-118.3287
220315466,8/21/2022 0:00,8/20/2020 0:00,1330,3,Southwest,363,1,330,BURGLARY FROM VEHICLE,1300 1307 1822,29,F,H,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,330,,,,3800    SANTA ROSALIA                DR,,34.0104,-118.3398
221222292,10/25/2022 0:00,10/25/2020 0:00,200,12,77th Street,1283,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9200    LA SALLE                     AV,,33.9527,-118.3058
222019110,10/12/2022 0:00,2/9/2020 0:00,1205,20,Olympic,2005,2,354,THEFT OF IDENTITY,0929 0930 1822 0100 0922,50,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,500 N  KINGSLEY                     DR,,34.0799,-118.3034
221107379,4/1/2022 0:00,6/10/2020 0:00,1140,11,Northeast,1116,2,354,THEFT OF IDENTITY,0100 1822 0928,34,M,W,248,CELL PHONE STORE,,,IC,Invest Cont,354,,,,600    MILO                         TR,,34.1122,-118.2077
231613718,11/3/2023 0:00,12/20/2020 0:00,1200,16,Foothill,1637,2,354,THEFT OF IDENTITY,1803 1501,54,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10800    BETTY LOU                    LN,,34.266,-118.3004
221410135,5/3/2022 0:00,8/19/2020 0:00,830,14,Pacific,1414,2,354,THEFT OF IDENTITY,377,37,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600    ROSE                         AV,,33.9991,-118.4721
221822190,12/14/2022 0:00,6/16/2020 0:00,920,18,Southeast,1838,2,354,THEFT OF IDENTITY,1822 0100 0930 0928 0922,45,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1900 S  SANTA ANA                    BL,,33.9399,-118.2362
231405764,2/10/2023 0:00,1/1/2020 0:00,1,14,Pacific,1457,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),522,14,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,12400    ALLIN                        ST,,33.9884,-118.4177
231004261,1/5/2023 0:00,1/2/2020 0:00,1800,10,West Valley,1029,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 1300,30,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,7100    WOODLEY                      AV,,34.1994,-118.4837
220808005,4/7/2022 0:00,3/8/2020 0:00,1,8,West LA,832,2,354,THEFT OF IDENTITY,0100 1822,34,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,11800    DARLINGTON                   AV,,34.0513,-118.4659
220108255,3/14/2022 0:00,1/1/2020 0:00,420,1,Central,182,2,354,THEFT OF IDENTITY,1822 0928,22,M,V,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1200 S  HOPE                         ST,,34.0408,-118.2644
220412117,8/15/2022 0:00,6/3/2020 0:00,5,4,Hollenbeck,427,2,354,THEFT OF IDENTITY,100,34,F,K,750,CYBERSPACE,,,IC,Invest Cont,354,,,,4700    TEMPLETON                    ST,,34.0821,-118.1811
221110194,6/8/2022 0:00,1/22/2020 0:00,815,11,Northeast,1189,2,354,THEFT OF IDENTITY,0100 0917 0928 0929 0922 0930,44,M,H,602,BANK,,,IC,Invest Cont,354,,,,3500    ARROYO SECO                  AV,,34.0878,-118.2151
230704850,1/21/2023 0:00,1/23/2020 0:00,1000,7,Wilshire,737,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,300 S  ORANGE                       DR,,34.0689,-118.3419
